date,Alabama,Alaska,Arizona,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,GUAM,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NEW YORK CITY,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,PUERTO RICO,Rhode Island,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
11/10/2020,1710,525,3434,1424,5367,3890,1524,230,86,4282,4279,181,69,1201,12623,4829,3899,0,2079,1330,142,1714,2047,6944,4893,1256,4256,1098,2182,1322,220,3777,1258,2757,1160,2582,1031,6508,2175,754,4361,264,789,1347,1023,1979,11211,2517,47,1594,1441,511,7432,1232
11/11/2020,2070,495,2030,1962,7464,3975,1754,0,206,5669,2232,0,116,1693,12657,5036,5038,5672,2698,0,0,1477,2495,6620,4889,1271,4071,919,2209,1107,229,3065,1487,3089,1746,3119,1800,5874,0,861,4711,1332,978,1257,1362,3632,11150,2335,73,1521,0,885,7537,132
11/12/2020,2000,481,1399,1809,6927,5197,1158,204,128,5504,2802,196,94,1158,12702,6591,4402,0,2336,3829,437,1869,2482,7311,7225,1305,4603,961,2611,1469,322,3491,1742,3135,1652,2893,1429,7101,5051,1109,5488,667,988,1495,2020,3344,8461,3919,116,1235,3345,696,8223,1105
11/13/2020,2980,587,3015,2312,6893,6439,2746,470,159,6760,3653,74,103,1519,15415,5600,5452,6282,3164,3450,152,2321,2674,9179,5544,1370,10351,1213,2369,1857,459,3397,1230,3575,1536,1779,2270,8071,2822,1058,5531,653,765,1611,1611,3733,11142,2150,92,1537,2142,742,8451,862
11/14/2020,2226,739,3476,1848,9875,5196,0,379,148,4405,3035,0,105,1519,11028,8322,4637,0,3293,0,153,1840,2841,7430,8689,969,3729,1642,1912,2269,382,4353,1165,3591,2052,3885,924,7715,0,1081,5551,707,0,1913,1855,4662,9177,5352,100,1161,2233,1153,5581,540
11/15/2020,1979,648,2383,874,10968,4183,0,408,163,9820,2084,0,0,928,10631,6710,3824,0,1449,2532,173,1726,2076,0,7553,589,0,1272,1327,1177,360,4538,1030,2192,1258,3117,1089,7853,3922,862,5199,537,0,1493,1199,5817,6561,2667,46,2677,2309,887,6320,613
11/16/2020,1410,578,1476,1308,9890,4296,4639,749,87,4530,1247,0,92,1099,11632,5147,3222,7234,1511,546,246,2149,1967,13162,7437,905,3718,869,3440,1914,358,2219,1253,2205,1822,1972,1082,7268,0,766,4476,569,2394,1110,897,7951,7168,1971,119,2125,1492,781,4638,699
11/17/2020,1616,634,2984,1554,8743,4331,1702,203,245,7285,4335,0,44,1781,12601,5463,3035,0,2911,2626,156,2018,2263,7886,5931,1593,5717,1371,2204,1697,274,4026,2105,3154,1703,3288,1263,7079,7389,924,5900,325,605,1283,1006,1841,11624,3178,96,2071,2589,864,7593,1260
11/18/2020,2638,545,3206,1715,9811,4650,2042,398,156,7727,3161,0,62,1310,8922,6015,4129,5853,2745,2229,215,2910,2744,6218,5094,1395,4587,1184,2812,1665,446,4043,2892,3547,1770,3367,1382,6385,2823,1099,6339,521,1383,1547,1387,4472,8870,3071,57,1954,1303,953,8510,822
11/19/2020,2424,490,4123,2238,11478,6107,2353,0,213,8882,3424,0,100,1543,14612,7281,4149,0,3637,2052,224,2353,2532,7983,7863,1638,4349,1236,2663,2416,528,4182,3665,3463,1930,4296,1404,7787,2920,1204,7126,904,1040,1713,1071,2887,12500,3968,149,2544,1987,1122,7448,894
11/20/2020,2463,460,4471,2061,13005,5765,2088,663,130,8831,3435,528,89,1786,13012,6808,4284,5939,3816,4743,165,2885,2288,10140,6794,1972,4614,1475,2381,1839,520,3626,2982,3447,1954,3688,1524,8808,0,1302,6808,1099,1050,2001,1328,3444,11815,4588,148,2348,2132,1081,7077,960
11/21/2020,2335,675,3638,1905,15442,6113,0,505,153,8175,6213,0,153,1070,11891,6872,3700,0,3702,0,237,2168,2991,7840,6252,779,9091,1249,1368,2019,484,4669,2342,4028,1778,3415,1143,7863,7088,1493,6778,1025,0,1857,1144,4355,12826,3395,88,2117,1717,1118,7029,281
11/22/2020,1798,543,4331,1352,14319,3921,0,487,190,6374,2328,0,120,819,10012,6174,2839,0,2192,3483,184,1658,2721,0,7205,699,0,1138,1032,2155,317,3968,2456,3461,5693,4514,714,8133,3543,1502,7075,741,0,1277,851,4589,8751,3197,83,3242,0,880,4019,759
11/23/2020,1574,498,2659,1017,8337,3689,5271,856,139,6114,1924,0,103,1437,8322,5556,2709,7526,2132,968,256,1667,1785,11943,6343,665,3370,701,1860,2339,444,3581,2252,4124,1893,2419,1004,11885,0,1163,4762,348,2572,1257,783,4074,6704,2244,85,2544,6277,636,3455,1262
11/24/2020,2785,584,4544,2122,15329,4150,540,0,119,8102,3676,0,56,1640,9469,5625,2894,0,2606,3243,227,2697,2225,6782,6416,1092,3764,1123,1761,2853,340,4275,2099,3153,1937,3100,1077,8604,0,1000,6669,177,851,1678,1010,1304,14392,2701,32,2718,3482,969,6748,528
11/25/2020,2453,670,3982,1965,18350,4191,1872,331,107,8126,3177,253,100,1773,11378,5983,3492,5738,3301,1235,0,2319,3224,4687,6387,1746,4131,1061,2394,3159,394,4042,1855,4349,2244,4212,964,10835,0,1170,6759,501,893,1675,1284,2118,15609,1781,81,2600,2887,967,5997,802
11/26/2020,2639,553,3476,2348,14640,6053,0,584,220,16809,3608,63,117,551,12022,6373,3188,0,0,0,238,2378,0,0,0,1005,4471,1117,2876,2542,0,4473,1694,4602,2639,0,790,0,0,1503,8425,1452,0,0,0,4404,12636,3829,79,1544,0,1130,5666,0
